Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,5.517499923706055,5.737500190734863,5.5,5.724999904632568,3.8546440601348877,26702800
2010-01-05,5.727499961853027,5.934999942779541,5.724999904632568,5.880000114440918,3.9590039253234863,21269600
2010-01-06,5.864999771118164,6.025000095367432,5.804999828338623,6.007500171661377,4.044851303100586,21471200
2010-01-07,5.002500057220459,5.292500019073486,4.855000019073486,5.114999771118164,3.4439287185668945,164761200
2010-01-08,5.159999847412109,5.307499885559082,5.057499885559082,5.072500228881836,3.415313959121704,47872400
2010-01-11,5.135000228881836,5.147500038146973,5.027500152587891,5.079999923706055,3.420365571975708,28085200
2010-01-12,5.164999961853027,5.199999809265137,5.074999809265137,5.192500114440918,3.496110439300537,28486000
2010-01-13,5.207499980926514,5.224999904632568,5.15500020980835,5.197500228881836,3.499478340148926,17787600
2010-01-14,5.179999828338623,5.207499980926514,5.097499847412109,5.125,3.4506633281707764,27087600
2010-01-15,5.122499942779541,5.167500019073486,5.102499961853027,5.125,3.4506633281707764,24515200
2010-01-19,5.162499904632568,5.202499866485596,5.099999904632568,5.202499866485596,3.5028436183929443,16406800
2010-01-20,5.162499904632568,5.192500114440918,5.097499847412109,5.127500057220459,3.452345848083496,16296800
2010-01-21,5.107500076293945,5.162499904632568,5.082499980926514,5.105000019073486,3.437196969985962,17704000
2010-01-22,5.105000019073486,5.110000133514404,4.994999885559082,5.007500171661377,3.3715507984161377,13537600
2010-01-25,5.03000020980835,5.072500228881836,4.974999904632568,4.982500076293945,3.354717969894409,14026400
2010-01-26,4.957499980926514,5.012499809265137,4.880000114440918,4.909999847412109,3.305903911590576,25002400
2010-01-27,4.917500019073486,5.002500057220459,4.875,4.985000133514404,3.3564021587371826,26276000
2010-01-28,5.002500057220459,5.002500057220459,4.9375,4.965000152587891,3.342935800552368,17192800
2010-01-29,4.985000133514404,5.010000228881836,4.929999828338623,4.942500114440918,3.3277859687805176,18107600
2010-02-01,4.994999885559082,5.017499923706055,4.914999961853027,4.982500076293945,3.354717969894409,22914400
2010-02-02,4.985000133514404,5.074999809265137,4.965000152587891,5.057499885559082,3.405214786529541,17193200
2010-02-03,5.067500114440918,5.142499923706055,5.014999866485596,5.127500057220459,3.452345848083496,13012000
2010-02-04,5.090000152587891,5.105000019073486,4.992499828338623,5.025000095367432,3.383333683013916,20178400
2010-02-05,5.042500019073486,5.077499866485596,4.96999979019165,5.037499904632568,3.3917500972747803,13127200
2010-02-08,5.034999847412109,5.034999847412109,4.917500019073486,4.922500133514404,3.3143205642700195,16622400
