Date,Close,Stoch,Std_Dev,Buy_Signal,Sell_Signal
2014-04-01,13.859333038330078,,,False,False
2014-05-01,13.851332664489746,,,False,False
2014-06-01,16.003999710083008,,,False,False
2014-07-01,14.886667251586914,,,False,False
2014-08-01,17.979999542236328,,,False,False
2014-09-01,16.178667068481445,,,False,False
2014-10-01,16.113332748413086,,,False,False
2014-11-01,16.301332473754883,,,False,False
2014-12-01,14.827333450317383,,,False,False
2015-01-01,13.573332786560059,,,False,False
2015-02-01,13.555999755859375,,,False,False
2015-03-01,12.584667205810547,,,False,False
2015-04-01,15.069999694824219,,,False,False
2015-05-01,16.719999313354492,64.43081797955145,,False,False
2015-06-01,17.884000778198242,79.7198051197283,,False,False
2015-07-01,17.74333381652832,77.03146098241376,,False,False
2015-08-01,16.604000091552734,61.497915408424575,,False,False
2015-09-01,16.559999465942383,60.89801591609885,,False,False
2015-10-01,13.795332908630371,23.204868576139113,,False,False
2015-11-01,15.350666999816895,46.4228042398589,1.5854042754754527,False,False
2015-12-01,16.000667572021484,55.68646942871562,1.5424765353882732,False,False
2016-01-01,12.74666690826416,9.311167679169676,1.6251675337200109,True,False
2016-02-01,12.795332908630371,34.9450525482014,1.7302672114189634,False,False
2016-03-01,15.317999839782715,60.93406295959228,1.726694571998385,False,False
2016-04-01,16.05066680908203,68.48214204132194,1.624993869167304,False,False
2016-05-01,14.881999969482422,56.44230662479015,1.6134419914425489,False,False
2016-06-01,14.152000427246094,48.92170790079444,1.6161354367953584,False,False
2016-07-01,15.652667045593262,64.38187027365112,1.597705788436301,False,False
2016-08-01,14.133999824523926,48.73626215455633,1.6112456979505556,False,False
2016-09-01,13.60200023651123,48.25314217617668,1.609866953379331,False,False
2016-10-01,13.182000160217285,43.42629573769694,1.6303003966293246,False,False
2016-11-01,12.626667022705078,37.68806196972588,1.6269930191647288,False,False
2016-12-01,14.246000289916992,56.62172711541247,1.6366907297852136,False,False
2017-01-01,16.795333862304688,86.42919737590516,1.6409331438945574,False,True
2017-02-01,16.666000366210938,74.44309122262793,1.5485013025708405,False,False
2017-03-01,18.553333282470703,93.7884479301718,1.6337813921726567,False,True
2017-04-01,20.937999725341797,99.46561856755577,2.0848788691937337,False,True
2017-05-01,22.733999252319336,98.85852659061882,2.6711330691576185,False,True
2017-06-01,24.107332229614258,87.84481883923183,3.254141136974884,False,True
2017-07-01,21.564666748046875,69.57854517952951,3.4753344033477878,False,False
2017-08-01,23.726667404174805,85.11015793927986,3.8456050077657564,False,True
2017-09-01,22.739999771118164,77.05514545956106,3.9494921760228663,False,False
2017-10-01,22.101999282836914,72.52860768867008,3.948582502374652,False,False
2017-11-01,20.59000015258789,61.8011532457051,3.957954994935032,False,False
2017-12-01,20.75666618347168,62.983628961283834,3.978785850070219,False,False
2018-01-01,23.62066650390625,83.15919371598689,4.075327484871272,False,True
2018-02-01,22.87066650390625,73.94345744631018,4.037870132373383,False,False
2018-03-01,17.742000579833984,16.341461145331824,3.9715477375837,True,False
2018-04-01,19.593332290649414,34.8157599227292,3.7910838586768,False,False
2018-05-01,18.98200035095215,27.67894362728029,3.5375971438514004,False,False
2018-06-01,22.863332748413086,67.82511580118201,3.2483215421495224,False,False
2018-07-01,19.875999450683594,36.92593360541523,2.7215870274945364,False,False
2018-08-01,20.110666275024414,39.353186354922656,2.2875715862344035,False,False
2018-09-01,17.65133285522461,13.915317913430293,2.214628076478411,True,False
2018-10-01,22.488000869750977,63.94290817758858,2.0027641847554767,False,False
2018-11-01,23.365333557128906,74.11632609209781,1.9591033101586355,False,False
2018-12-01,22.18666648864746,61.74143700753895,1.9627892988641527,False,False
2019-01-01,20.468000411987305,43.69706922905783,1.9521829827295631,False,False
2019-02-01,21.325332641601562,52.6982465197433,1.842950493440509,False,False
2019-03-01,18.657333374023438,24.68677839880857,1.9279608725117645,False,False
2019-04-01,15.912667274475098,4.835929965063056,2.1442434470055742,True,False
2019-05-01,12.343999862670898,0.5212474823957631,2.7863694019213128,True,False
2019-06-01,14.897333145141602,22.07915749700552,2.9829571695720616,False,False
2019-07-01,16.107332229614258,30.70270682483784,3.088217782615799,False,False
2019-08-01,15.040666580200195,23.10068136707864,3.2356326356388356,False,False
2019-09-01,16.058000564575195,30.351124701886185,3.145400981451207,False,False
2019-10-01,20.994667053222656,68.11358359205573,3.0480724870092932,False,False
2019-11-01,21.996000289916992,75.53086630285289,3.115596895179503,False,False
2019-12-01,27.8886661529541,93.42675775230943,3.6912851889644234,False,True
2020-01-01,43.371334075927734,99.48951046912548,6.491431834342271,False,True
2020-02-01,44.53266525268555,61.99494570694402,8.402173842511042,False,False
2020-03-01,34.93333435058594,43.814395478427954,8.884867925546068,False,False
2020-04-01,52.12533187866211,76.3749955635181,11.048997968511275,False,False
2020-05-01,55.66666793823242,83.08207116740117,12.979396576640926,False,True
