Datetime,Close,Stoch,Std_Dev,Buy_Signal,Sell_Signal
2024-01-02 09:30:00-05:00,249.61000061035156,,,False,False
2024-01-02 10:30:00-05:00,250.0,,,False,False
2024-01-02 11:30:00-05:00,248.35000610351562,,,False,False
2024-01-02 12:30:00-05:00,248.35169982910156,,,False,False
2024-01-02 13:30:00-05:00,248.13720703125,,,False,False
2024-01-02 14:30:00-05:00,246.77999877929688,,,False,False
2024-01-02 15:30:00-05:00,248.39999389648438,,,False,False
2024-01-03 09:30:00-05:00,237.93389892578125,,,False,False
2024-01-03 10:30:00-05:00,239.04010009765625,,,False,False
2024-01-03 11:30:00-05:00,240.45860290527344,,,False,False
2024-01-03 12:30:00-05:00,240.1658935546875,,,False,False
2024-01-03 13:30:00-05:00,241.2530059814453,,,False,False
2024-01-03 14:30:00-05:00,239.25010681152344,,,False,False
2024-01-03 15:30:00-05:00,238.4199981689453,14.065585230547844,,True,False
2024-01-04 09:30:00-05:00,240.47500610351562,28.303820519963246,,False,False
2024-01-04 10:30:00-05:00,241.7449951171875,36.954976155531625,,False,False
2024-01-04 11:30:00-05:00,241.1999969482422,37.36593059936909,,False,False
2024-01-04 12:30:00-05:00,241.1699981689453,37.13623086809206,,False,False
2024-01-04 13:30:00-05:00,239.0500946044922,22.070237331622835,,False,False
2024-01-04 14:30:00-05:00,239.860107421875,28.618443775595797,4.314698635917189,False,False
2024-01-04 15:30:00-05:00,237.9600067138672,17.521388421560573,4.156366372461997,True,False
2024-01-05 09:30:00-05:00,239.1967010498047,55.08535254140469,3.8037279673831597,False,False
2024-01-05 10:30:00-05:00,238.44500732421875,45.44812529588751,3.5506305666700535,False,False
2024-01-05 11:30:00-05:00,236.61000061035156,21.922085239077106,3.296140803965867,False,False
2024-01-05 12:30:00-05:00,237.81419372558594,37.360663883530854,2.86278066493743,False,False
2024-01-05 13:30:00-05:00,238.2899932861328,43.46073939597867,2.444163891732352,False,False
2024-01-05 14:30:00-05:00,236.9600067138672,26.409402669149838,1.4852030952114206,False,False
2024-01-05 15:30:00-05:00,237.43099975585938,32.44785532910516,1.5129215887852903,False,False
2024-01-08 09:30:00-05:00,236.9499969482422,26.281070633482923,1.5972731151718864,False,False
2024-01-08 10:30:00-05:00,238.27499389648438,46.550936692982326,1.5765494302504794,False,False
2024-01-08 11:30:00-05:00,239.20950317382812,61.82880561496916,1.5545068851906123,False,False
2024-01-08 12:30:00-05:00,238.92999267578125,58.405058028448096,1.4594748359443162,False,False
2024-01-08 13:30:00-05:00,239.79989624023438,91.58668724027484,1.472289387253872,False,True
2024-01-08 14:30:00-05:00,240.73800659179688,93.25872823577876,1.5237182047973128,False,True
2024-01-08 15:30:00-05:00,240.3800048828125,86.29907220285139,1.5190368421799338,False,True
2024-01-09 09:30:00-05:00,232.3249969482422,3.094500047217717,2.0057744270273874,True,False
2024-01-09 10:30:00-05:00,234.29519653320312,24.48644520176876,2.1133230755169574,False,False
2024-01-09 11:30:00-05:00,234.9199981689453,31.270388527254564,2.1107121857193114,False,False
2024-01-09 12:30:00-05:00,234.15460205078125,22.959904703050263,2.2463972645467374,False,False
2024-01-09 13:30:00-05:00,233.8988037109375,20.1825089009538,2.328519305945035,False,False
2024-01-09 14:30:00-05:00,234.81410217285156,30.120595705341568,2.3891273398154795,False,False
2024-01-09 15:30:00-05:00,234.87969970703125,30.832837685370958,2.391572529408134,False,False
2024-01-10 09:30:00-05:00,233.02999877929688,17.46992289414299,2.5173397440994583,True,False
2024-01-10 10:30:00-05:00,232.5930938720703,13.08333039698869,2.678729915865898,True,False
2024-01-10 11:30:00-05:00,232.6999969482422,14.156653731430174,2.7870181271603784,True,False
2024-01-10 12:30:00-05:00,233.47860717773438,21.97402024392598,2.8073070371962587,False,False
2024-01-10 13:30:00-05:00,234.5399932861328,32.630500092686354,2.815354428726508,False,False
2024-01-10 14:30:00-05:00,233.72999572753906,24.497999966295872,2.828752098521403,False,False
2024-01-10 15:30:00-05:00,233.88999938964844,33.878038742412464,2.839298038349791,False,False
2024-01-11 09:30:00-05:00,227.95370483398438,20.059851506844055,3.2256402643474256,False,False
2024-01-11 10:30:00-05:00,226.02000427246094,4.780981850567341,3.6437097259743583,True,False
2024-01-11 11:30:00-05:00,225.73809814453125,3.6337892390191,3.9525891987480803,True,False
2024-01-11 12:30:00-05:00,226.64500427246094,12.586461408688317,3.9774925949687345,True,False
2024-01-11 13:30:00-05:00,226.9398956298828,15.497529674037477,3.7621108348095693,True,False
2024-01-11 14:30:00-05:00,228.25799560546875,28.509369163101766,3.3540431006114186,False,False
2024-01-11 15:30:00-05:00,227.3052978515625,19.104657468217148,3.492916826163996,True,False
