Datetime,Open,High,Low,Close,Volume
2024-02-12 04:49:00-05:00,194.93,194.95,194.93,194.94,0
2024-02-12 04:50:00-05:00,194.94,194.95,194.9,194.9,0
2024-02-12 04:51:00-05:00,194.92,194.95,194.9,194.91,0
2024-02-12 04:52:00-05:00,194.91,194.95,194.9,194.9,0
2024-02-12 04:53:00-05:00,194.94,194.94,194.89,194.89,0
2024-02-12 04:54:00-05:00,194.89,194.91,194.81,194.81,0
2024-02-12 04:55:00-05:00,194.84,194.88,194.83,194.88,0
2024-02-12 04:56:00-05:00,194.85,194.87,194.8,194.85,0
2024-02-12 04:57:00-05:00,194.85,194.87,194.82,194.85,0
2024-02-12 04:58:00-05:00,194.85,194.85,194.81,194.84,0
2024-02-12 04:59:00-05:00,194.83,194.88,194.83,194.87,0
2024-02-12 05:00:00-05:00,194.86,194.88,194.85,194.87,0
2024-02-12 05:01:00-05:00,194.87,194.88,194.86,194.86,0
2024-02-12 05:02:00-05:00,194.87,194.93,194.86,194.93,0
2024-02-12 05:03:00-05:00,194.92,194.93,194.85,194.92,0
2024-02-12 05:04:00-05:00,194.92,194.93,194.9,194.9,0
2024-02-12 05:05:00-05:00,194.9,194.91,194.85,194.88,0
2024-02-12 05:06:00-05:00,194.86,194.89,194.85,194.85,0
2024-02-12 05:07:00-05:00,194.88,194.89,194.85,194.85,0
2024-02-12 05:08:00-05:00,194.86,194.9,194.85,194.89,0
2024-02-12 05:09:00-05:00,194.86,194.9,194.86,194.88,0
2024-02-12 05:10:00-05:00,194.86,194.93,194.86,194.93,0
2024-02-12 05:11:00-05:00,194.94,195.0,194.91,194.96,0
2024-02-12 05:12:00-05:00,194.96,195.16,194.96,195.16,0
2024-02-12 05:13:00-05:00,195.13,195.24,195.1,195.23,0
2024-02-12 05:14:00-05:00,195.22,195.29,195.21,195.23,0
2024-02-12 05:15:00-05:00,195.28,195.29,195.2,195.25,0
2024-02-12 05:16:00-05:00,195.25,195.27,195.15,195.26,0
2024-02-12 05:17:00-05:00,195.25,195.28,195.2,195.28,0
2024-02-12 05:18:00-05:00,195.28,195.28,195.23,195.24,0
2024-02-12 05:19:00-05:00,195.25,195.28,195.1,195.1,0
2024-02-12 05:20:00-05:00,195.1,195.19,195.1,195.1,0
2024-02-12 05:21:00-05:00,195.1,195.1,195.06,195.1,0
2024-02-12 05:22:00-05:00,195.1,195.1,195.03,195.06,0
2024-02-12 05:23:00-05:00,195.07,195.07,194.95,194.98,0
2024-02-12 05:24:00-05:00,194.96,195.0,194.94,194.98,0
2024-02-12 05:25:00-05:00,194.96,195.0,194.9,194.94,0
2024-02-12 05:26:00-05:00,194.94,194.99,194.91,194.96,0
2024-02-12 05:27:00-05:00,194.99,195.09,194.99,195.01,0
2024-02-12 05:28:00-05:00,195.08,195.12,195.01,195.1,0
2024-02-12 05:29:00-05:00,195.1,195.14,195.02,195.07,0
2024-02-12 05:30:00-05:00,195.07,195.07,194.98,194.99,0
2024-02-12 05:31:00-05:00,194.99,195.08,194.99,195.02,0
2024-02-12 05:32:00-05:00,195.04,195.08,195.04,195.07,0
2024-02-12 05:33:00-05:00,195.08,195.09,195.01,195.03,0
2024-02-12 05:34:00-05:00,195.03,195.04,194.99,195.0,0
2024-02-12 05:35:00-05:00,195.0,195.0,194.92,194.97,0
2024-02-12 05:36:00-05:00,194.97,194.98,194.92,194.97,0
2024-02-12 05:37:00-05:00,194.97,195.0,194.96,194.99,0
2024-02-12 05:38:00-05:00,194.98,194.99,194.96,194.97,0
2024-02-12 05:39:00-05:00,194.97,194.98,194.94,194.94,0
2024-02-12 05:40:00-05:00,194.95,194.96,194.93,194.93,0
2024-02-12 05:41:00-05:00,194.93,194.93,194.85,194.85,0
2024-02-12 05:42:00-05:00,194.89,194.89,194.85,194.85,0
2024-02-12 05:43:00-05:00,194.87,194.89,194.85,194.86,0
2024-02-12 05:44:00-05:00,194.86,194.91,194.85,194.91,0
2024-02-12 05:45:00-05:00,194.9,194.91,194.89,194.91,0
2024-02-12 05:46:00-05:00,194.91,194.95,194.9,194.95,0
2024-02-12 05:47:00-05:00,194.95,194.95,194.89,194.91,0
2024-02-12 05:48:00-05:00,194.91,194.95,194.91,194.95,0
2024-02-12 05:49:00-05:00,194.93,194.95,194.91,194.93,0
2024-02-12 05:50:00-05:00,194.93,194.95,194.91,194.95,0
2024-02-12 05:51:00-05:00,194.95,194.96,194.76,194.78,0
2024-02-12 05:52:00-05:00,194.8,194.9,194.8,194.89,0
2024-02-12 05:53:00-05:00,194.85,194.9,194.83,194.85,0
2024-02-12 05:54:00-05:00,194.81,194.83,194.69,194.7,0
2024-02-12 05:55:00-05:00,194.78,194.78,194.73,194.77,0
2024-02-12 05:56:00-05:00,194.77,194.79,194.7,194.79,0
2024-02-12 05:57:00-05:00,194.8,194.8,194.75,194.78,0
2024-02-12 05:58:00-05:00,194.78,194.8,194.69,194.78,0
2024-02-12 05:59:00-05:00,194.71,194.79,194.71,194.72,0
2024-02-12 06:00:00-05:00,194.72,194.78,194.71,194.71,0
2024-02-12 06:01:00-05:00,194.7,194.77,194.65,194.69,0
2024-02-12 06:02:00-05:00,194.67,194.69,194.64,194.69,0
2024-02-12 06:03:00-05:00,194.69,194.69,194.62,194.65,0
2024-02-12 06:04:00-05:00,194.63,194.66,194.54,194.62,0
2024-02-12 06:05:00-05:00,194.56,194.7,194.52,194.53,0
2024-02-12 06:06:00-05:00,194.52,194.59,194.5,194.53,0
2024-02-12 06:07:00-05:00,194.53,194.59,194.5,194.55,0
2024-02-12 06:08:00-05:00,194.55,194.61,194.55,194.57,0
2024-02-12 06:09:00-05:00,194.61,194.64,194.58,194.6,0
2024-02-12 06:10:00-05:00,194.6,194.65,194.6,194.62,0
2024-02-12 06:11:00-05:00,194.62,194.71,194.59,194.71,0
2024-02-12 06:12:00-05:00,194.67,194.76,194.62,194.72,0
2024-02-12 06:13:00-05:00,194.71,194.73,194.68,194.72,0
2024-02-12 06:14:00-05:00,194.72,194.73,194.7,194.72,0
2024-02-12 06:15:00-05:00,194.71,194.74,194.7,194.74,0
2024-02-12 06:16:00-05:00,194.72,194.76,194.72,194.75,0
2024-02-12 06:17:00-05:00,194.76,194.82,194.76,194.82,0
2024-02-12 06:18:00-05:00,194.79,194.86,194.79,194.81,0
2024-02-12 06:19:00-05:00,194.81,194.9,194.75,194.87,0
2024-02-12 06:20:00-05:00,194.86,194.87,194.78,194.8,0
2024-02-12 06:21:00-05:00,194.8,194.87,194.78,194.87,0
2024-02-12 06:22:00-05:00,194.8,194.86,194.8,194.85,0
2024-02-12 06:23:00-05:00,194.83,194.91,194.83,194.89,0
2024-02-12 06:24:00-05:00,194.9,194.91,194.84,194.87,0
2024-02-12 06:25:00-05:00,194.87,194.91,194.81,194.87,0
2024-02-12 06:26:00-05:00,194.88,194.88,194.81,194.83,0
2024-02-12 06:27:00-05:00,194.8,194.83,194.77,194.8,0
2024-02-12 06:28:00-05:00,194.8,194.8,194.74,194.74,0
2024-02-12 06:29:00-05:00,194.75,194.75,194.68,194.68,0
2024-02-12 06:30:00-05:00,194.68,194.7,194.62,194.66,0
2024-02-12 06:31:00-05:00,194.67,194.67,194.57,194.63,0
2024-02-12 06:32:00-05:00,194.59,194.64,194.52,194.52,0
2024-02-12 06:33:00-05:00,194.53,194.65,194.53,194.64,0
2024-02-12 06:34:00-05:00,194.64,194.66,194.58,194.6,0
2024-02-12 06:35:00-05:00,194.6,194.65,194.57,194.65,0
2024-02-12 06:36:00-05:00,194.6,194.62,194.55,194.58,0
2024-02-12 06:37:00-05:00,194.58,194.59,194.47,194.48,0
2024-02-12 06:38:00-05:00,194.46,194.52,194.4,194.42,0
2024-02-12 06:39:00-05:00,194.44,194.5,194.4,194.5,0
2024-02-12 06:40:00-05:00,194.47,194.49,194.42,194.49,0
2024-02-12 06:41:00-05:00,194.48,194.49,194.46,194.49,0
2024-02-12 06:42:00-05:00,194.48,194.51,194.44,194.49,0
2024-02-12 06:43:00-05:00,194.5,194.5,194.46,194.49,0
2024-02-12 06:44:00-05:00,194.49,194.49,194.45,194.48,0
2024-02-12 06:45:00-05:00,194.5,194.52,194.48,194.52,0
2024-02-12 06:46:00-05:00,194.51,194.54,194.49,194.49,0
2024-02-12 06:47:00-05:00,194.49,194.53,194.48,194.52,0
2024-02-12 06:48:00-05:00,194.51,194.65,194.51,194.64,0
2024-02-12 06:49:00-05:00,194.64,194.7,194.62,194.66,0
2024-02-12 06:50:00-05:00,194.68,194.69,194.65,194.66,0
2024-02-12 06:51:00-05:00,194.69,194.7,194.63,194.66,0
2024-02-12 06:52:00-05:00,194.66,194.73,194.65,194.71,0
2024-02-12 06:53:00-05:00,194.71,194.75,194.69,194.73,0
2024-02-12 06:54:00-05:00,194.73,194.76,194.73,194.74,0
2024-02-12 06:55:00-05:00,194.74,194.76,194.72,194.75,0
2024-02-12 06:56:00-05:00,194.75,194.75,194.7,194.71,0
2024-02-12 06:57:00-05:00,194.7,194.74,194.68,194.7,0
2024-02-12 06:58:00-05:00,194.7,194.7,194.63,194.65,0
2024-02-12 06:59:00-05:00,194.67,194.71,194.56,194.56,0
2024-02-12 07:00:00-05:00,194.57,194.88,194.52,194.72,0
2024-02-12 07:01:00-05:00,194.76,194.8,194.51,194.53,0
2024-02-12 07:02:00-05:00,194.53,194.6,194.5,194.54,0
2024-02-12 07:03:00-05:00,194.55,194.59,194.33,194.36,0
2024-02-12 07:04:00-05:00,194.35,194.44,194.27,194.44,0
2024-02-12 07:05:00-05:00,194.4,194.4,194.3,194.38,0
2024-02-12 07:06:00-05:00,194.37,194.46,194.31,194.45,0
2024-02-12 07:07:00-05:00,194.46,194.5,194.4,194.45,0
2024-02-12 07:08:00-05:00,194.42,194.45,194.35,194.37,0
2024-02-12 07:09:00-05:00,194.37,194.38,194.33,194.35,0
2024-02-12 07:10:00-05:00,194.35,194.42,194.35,194.36,0
2024-02-12 07:11:00-05:00,194.41,194.41,194.36,194.4,0
2024-02-12 07:12:00-05:00,194.41,194.41,194.2,194.22,0
2024-02-12 07:13:00-05:00,194.2,194.29,194.13,194.21,0
2024-02-12 07:14:00-05:00,194.26,194.35,194.21,194.3,0
2024-02-12 07:15:00-05:00,194.28,194.32,194.22,194.23,0
2024-02-12 07:16:00-05:00,194.25,194.3,194.25,194.28,0
2024-02-12 07:17:00-05:00,194.25,194.29,194.16,194.17,0
2024-02-12 07:18:00-05:00,194.16,194.22,194.15,194.17,0
2024-02-12 07:19:00-05:00,194.17,194.19,193.99,194.01,0
2024-02-12 07:20:00-05:00,194.03,194.1,194.02,194.09,0
2024-02-12 07:21:00-05:00,194.09,194.18,194.06,194.1,0
2024-02-12 07:22:00-05:00,194.1,194.22,194.08,194.14,0
2024-02-12 07:23:00-05:00,194.14,194.14,194.1,194.12,0
2024-02-12 07:24:00-05:00,194.13,194.17,194.13,194.15,0
2024-02-12 07:25:00-05:00,194.17,194.18,194.17,194.18,0
2024-02-12 07:26:00-05:00,194.21,194.21,194.09,194.15,0
2024-02-12 07:27:00-05:00,194.1,194.13,194.03,194.08,0
2024-02-12 07:28:00-05:00,194.04,194.08,193.66,193.7,0
2024-02-12 07:29:00-05:00,193.72,193.78,193.61,193.68,0
2024-02-12 07:30:00-05:00,193.66,193.72,193.61,193.68,0
2024-02-12 07:31:00-05:00,193.68,193.97,193.66,193.73,0
2024-02-12 07:32:00-05:00,193.74,193.8,193.72,193.8,0
2024-02-12 07:33:00-05:00,193.78,193.8,193.63,193.64,0
2024-02-12 07:34:00-05:00,193.65,193.76,193.62,193.62,0
2024-02-12 07:35:00-05:00,193.64,193.68,193.5,193.52,0
2024-02-12 07:36:00-05:00,193.52,193.56,193.36,193.4,0
2024-02-12 07:37:00-05:00,193.4,193.46,193.25,193.28,0
2024-02-12 07:38:00-05:00,193.291,193.37,193.16,193.25,0
2024-02-12 07:39:00-05:00,193.22,193.22,192.9,192.9,0
2024-02-12 07:40:00-05:00,192.92,192.95,192.81,192.83,0
2024-02-12 07:41:00-05:00,192.84,193.24,192.81,193.19,0
2024-02-12 07:42:00-05:00,193.19,193.19,193.03,193.07,0
2024-02-12 07:43:00-05:00,193.14,193.34,193.11,193.25,0
2024-02-12 07:44:00-05:00,193.24,193.38,193.24,193.29,0
2024-02-12 07:45:00-05:00,193.3,193.39,193.3,193.34,0
2024-02-12 07:46:00-05:00,193.34,193.43,193.3,193.43,0
2024-02-12 07:47:00-05:00,193.38,193.44,193.38,193.43,0
2024-02-12 07:48:00-05:00,193.439,193.45,193.38,193.39,0
2024-02-12 07:49:00-05:00,193.38,193.42,193.3,193.3,0
2024-02-12 07:50:00-05:00,193.3,193.34,193.22,193.25,0
2024-02-12 07:51:00-05:00,193.25,193.29,193.21,193.25,0
2024-02-12 07:52:00-05:00,193.24,193.27,193.16,193.23,0
2024-02-12 07:53:00-05:00,193.22,193.22,193.16,193.2,0
2024-02-12 07:54:00-05:00,193.2,193.2,193.11,193.14,0
2024-02-12 07:55:00-05:00,193.14,193.14,193.0,193.03,0
2024-02-12 07:56:00-05:00,193.04,193.07,192.99,193.0,0
2024-02-12 07:57:00-05:00,193.0,193.07,192.94,192.97,0
2024-02-12 07:58:00-05:00,192.95,193.1,192.95,193.09,0
2024-02-12 07:59:00-05:00,193.09,193.4,193.08,193.32,0
2024-02-12 08:00:00-05:00,194.65,195.25,192.8,193.265,0
2024-02-12 08:01:00-05:00,193.68,195.28,192.5,193.28,0
2024-02-12 08:02:00-05:00,193.23,193.8,192.4,193.36,0
2024-02-12 08:03:00-05:00,192.47,193.8,192.42,193.57,0
2024-02-12 08:04:00-05:00,193.37,193.8,192.4,193.065,0
2024-02-12 08:05:00-05:00,192.43,193.78,192.41,193.01,0
2024-02-12 08:06:00-05:00,193.07,193.1,193.05,193.1,0
2024-02-12 08:07:00-05:00,193.09,193.1,192.96,193.0,0
2024-02-12 08:08:00-05:00,193.045,193.28,193.0,193.24,0
2024-02-12 08:09:00-05:00,193.17,193.2,193.08,193.16,0
2024-02-12 08:10:00-05:00,193.194,193.2,193.1,193.15,0
2024-02-12 08:11:00-05:00,193.17,193.19,193.08,193.1,0
2024-02-12 08:12:00-05:00,193.11,194.794,193.05,193.1485,0
2024-02-12 08:13:00-05:00,193.1,194.9776,193.04,193.11,0
2024-02-12 08:14:00-05:00,193.16,194.9493,193.02,193.1,0
2024-02-12 08:15:00-05:00,193.06,193.08,192.85,192.87,0
2024-02-12 08:16:00-05:00,192.91,192.91,192.6,192.6,0
2024-02-12 08:17:00-05:00,192.6,192.7,192.45,192.48,0
2024-02-12 08:18:00-05:00,192.49,192.6,192.36,192.51,0
2024-02-12 08:19:00-05:00,192.51,192.64,192.45,192.5,0
2024-02-12 08:20:00-05:00,192.5,192.63,192.45,192.622,0
2024-02-12 08:21:00-05:00,192.6493,192.65,192.54,192.65,0
2024-02-12 08:22:00-05:00,192.63,192.9,192.6,192.7,0
2024-02-12 08:23:00-05:00,192.75,192.85,192.6054,192.65,0
2024-02-12 08:24:00-05:00,192.64,193.57,192.6,192.75,0
2024-02-12 08:25:00-05:00,192.7,192.9724,192.7,192.96,0
2024-02-12 08:26:00-05:00,192.95,193.1,192.9,193.02,0
2024-02-12 08:27:00-05:00,193.07,193.09,192.95,193.01,0
2024-02-12 08:28:00-05:00,193.01,193.1,192.91,193.01,0
2024-02-12 08:29:00-05:00,192.91,193.04,192.9052,192.9222,0
2024-02-12 08:30:00-05:00,192.934,193.02,192.92,192.92,0
2024-02-12 08:31:00-05:00,192.95,193.0,192.9,192.92,0
2024-02-12 08:32:00-05:00,192.94,192.98,192.65,192.73,0
2024-02-12 08:33:00-05:00,192.6603,192.832,192.66,192.8,0
2024-02-12 08:34:00-05:00,192.775,192.84,192.75,192.84,0
2024-02-12 08:35:00-05:00,192.8,192.84,192.7,192.74,0
2024-02-12 08:36:00-05:00,192.78,192.78,192.6,192.67,0
2024-02-12 08:37:00-05:00,192.66,192.75,192.6,192.72,0
2024-02-12 08:38:00-05:00,192.71,192.8,192.64,192.64,0
2024-02-12 08:39:00-05:00,192.67,192.7,192.61,192.7,0
2024-02-12 08:40:00-05:00,192.68,192.7,192.56,192.5636,0
2024-02-12 08:41:00-05:00,192.59,192.69,192.57,192.69,0
2024-02-12 08:42:00-05:00,192.69,192.7,192.6,192.66,0
2024-02-12 08:43:00-05:00,192.67,192.69,192.61,192.62,0
2024-02-12 08:44:00-05:00,192.63,192.7,192.55,192.56,0
2024-02-12 08:45:00-05:00,192.58,192.6,192.38,192.38,0
2024-02-12 08:46:00-05:00,192.38,192.4,192.16,192.25,0
2024-02-12 08:47:00-05:00,192.25,192.27,192.13,192.22,0
2024-02-12 08:48:00-05:00,192.244,192.25,192.11,192.17,0
2024-02-12 08:49:00-05:00,192.145,192.24,192.12,192.15,0
2024-02-12 08:50:00-05:00,192.19,192.25,192.15,192.23,0
2024-02-12 08:51:00-05:00,192.19,192.25,192.18,192.23,0
2024-02-12 08:52:00-05:00,192.21,192.25,192.2,192.23,0
2024-02-12 08:53:00-05:00,192.23,192.5,192.22,192.426,0
2024-02-12 08:54:00-05:00,192.42,192.424,192.3,192.39,0
2024-02-12 08:55:00-05:00,192.4,192.4,192.1,192.2745,0
2024-02-12 08:56:00-05:00,192.14,193.57,192.14,192.24,0
2024-02-12 08:57:00-05:00,192.24,192.25,192.1,192.25,0
2024-02-12 08:58:00-05:00,192.2,192.2,192.105,192.17,0
2024-02-12 08:59:00-05:00,192.18,192.25,192.15,192.18,0
2024-02-12 09:00:00-05:00,192.2,192.25,192.18,192.22,0
2024-02-12 09:01:00-05:00,192.23,192.25,192.19,192.25,0
2024-02-12 09:02:00-05:00,192.25,192.3,192.215,192.22,0
2024-02-12 09:03:00-05:00,192.2188,192.25,192.19,192.22,0
2024-02-12 09:04:00-05:00,192.2,192.22,192.15,192.18,0
2024-02-12 09:05:00-05:00,192.16,192.24,192.15,192.1683,0
2024-02-12 09:06:00-05:00,192.16,192.3,192.16,192.3,0
2024-02-12 09:07:00-05:00,192.3,193.87,187.525,192.4,0
2024-02-12 09:08:00-05:00,192.4,192.48,192.35,192.4,0
2024-02-12 09:09:00-05:00,192.39,192.4,192.3,192.36,0
2024-02-12 09:10:00-05:00,192.39,192.39,192.22,192.3,0
2024-02-12 09:11:00-05:00,192.29,192.35,192.23,192.3,0
2024-02-12 09:12:00-05:00,192.35,192.35,192.3,192.33,0
2024-02-12 09:13:00-05:00,192.32,192.4,192.31,192.36,0
2024-02-12 09:14:00-05:00,192.36,192.39,192.25,192.28,0
2024-02-12 09:30:00-05:00,192.11000061035156,193.02000427246094,192.0399932861328,192.87330627441406,2783686
2024-02-12 09:31:00-05:00,192.84230041503906,193.24000549316406,192.6114044189453,192.88229370117188,415805
2024-02-12 09:32:00-05:00,192.8699951171875,192.9600067138672,191.75999450683594,192.07000732421875,692616
2024-02-12 09:33:00-05:00,192.16000366210938,192.1898956298828,191.42999267578125,191.4550018310547,654590
2024-02-12 09:34:00-05:00,191.47999572753906,193.60000610351562,191.4550018310547,193.39500427246094,784765
2024-02-12 09:35:00-05:00,193.36000061035156,193.8800048828125,193.05999755859375,193.14019775390625,584288
2024-02-12 09:36:00-05:00,193.13999938964844,193.58999633789062,192.85009765625,193.30999755859375,434896
2024-02-12 09:37:00-05:00,193.3459930419922,193.47999572753906,192.64999389648438,192.72999572753906,403216
2024-02-12 09:38:00-05:00,192.7550048828125,193.2218017578125,192.61000061035156,192.75,349070
2024-02-12 09:39:00-05:00,192.75,193.36000061035156,192.57000732421875,193.33999633789062,423142
2024-02-12 09:40:00-05:00,193.3300018310547,193.94000244140625,193.28390502929688,193.61990356445312,514114
2024-02-12 09:41:00-05:00,193.6300048828125,194.07000732421875,193.59620666503906,193.95970153808594,519912
2024-02-12 09:42:00-05:00,193.96080017089844,194.47999572753906,193.72999572753906,194.2198944091797,620263
2024-02-12 09:43:00-05:00,194.1959991455078,194.42999267578125,193.92999267578125,194.10459899902344,383303
2024-02-12 09:44:00-05:00,194.10000610351562,194.4600067138672,194.08999633789062,194.25,366581
2024-02-12 09:45:00-05:00,194.27000427246094,194.47000122070312,193.61000061035156,193.70179748535156,468228
2024-02-12 09:46:00-05:00,193.6999969482422,194.0500030517578,193.10000610351562,193.1284942626953,460601
2024-02-12 09:47:00-05:00,193.1300048828125,193.14999389648438,192.54010009765625,192.92999267578125,503702
2024-02-12 09:48:00-05:00,192.89999389648438,193.0500030517578,192.49000549316406,192.5800018310547,407774
2024-02-12 09:49:00-05:00,192.59750366210938,192.75999450683594,192.14999389648438,192.17999267578125,420703
2024-02-12 09:50:00-05:00,192.1699981689453,192.82000732421875,192.10000610351562,192.625,400464
2024-02-12 09:51:00-05:00,192.6300048828125,193.25,192.5500030517578,193.1699981689453,346095
2024-02-12 09:52:00-05:00,193.16110229492188,193.5500030517578,193.11000061035156,193.42999267578125,358618
2024-02-12 09:53:00-05:00,193.4001007080078,193.5800018310547,193.2301025390625,193.2949981689453,250894
2024-02-12 09:54:00-05:00,193.2949981689453,193.82000732421875,193.1699981689453,193.63189697265625,360788
2024-02-12 09:55:00-05:00,193.64999389648438,193.88999938964844,193.39999389648438,193.69000244140625,270000
2024-02-12 09:56:00-05:00,193.69000244140625,194.35809326171875,193.63999938964844,194.28199768066406,468389
2024-02-12 09:57:00-05:00,194.28799438476562,194.58999633789062,194.1999969482422,194.27760314941406,404740
2024-02-12 09:58:00-05:00,194.2949981689453,194.39999389648438,194.02000427246094,194.07000732421875,312981
2024-02-12 09:59:00-05:00,194.08990478515625,194.3000030517578,193.89999389648438,194.27000427246094,302443
2024-02-12 10:00:00-05:00,194.2902069091797,194.5399932861328,193.83999633789062,193.9199981689453,445882
2024-02-12 10:01:00-05:00,193.9600067138672,194.0,193.61000061035156,193.77000427246094,274235
2024-02-12 10:02:00-05:00,193.77499389648438,194.2100067138672,193.6999969482422,194.05999755859375,252068
2024-02-12 10:03:00-05:00,194.10000610351562,194.25,193.8800048828125,194.11199951171875,257056
2024-02-12 10:04:00-05:00,194.13999938964844,194.72999572753906,194.1199951171875,194.63999938964844,482059
2024-02-12 10:05:00-05:00,194.64010620117188,194.69000244140625,194.13999938964844,194.1699981689453,395429
2024-02-12 10:06:00-05:00,194.1739959716797,194.1898956298828,193.60000610351562,193.65499877929688,348797
2024-02-12 10:07:00-05:00,193.6300048828125,193.8300018310547,193.41000366210938,193.41009521484375,250945
2024-02-12 10:08:00-05:00,193.42999267578125,193.66000366210938,193.41000366210938,193.50999450683594,216054
2024-02-12 10:09:00-05:00,193.49600219726562,193.80999755859375,193.25,193.75,422269
2024-02-12 10:10:00-05:00,193.77499389648438,193.78990173339844,193.46009826660156,193.57009887695312,196973
2024-02-12 10:11:00-05:00,193.61000061035156,193.6699981689453,193.0500030517578,193.08599853515625,346980
2024-02-12 10:12:00-05:00,193.0500030517578,193.10000610351562,192.85000610351562,193.04200744628906,330979
2024-02-12 10:13:00-05:00,193.00399780273438,193.0800018310547,192.73309326171875,192.73309326171875,237309
2024-02-12 10:14:00-05:00,192.731201171875,192.7404022216797,192.52000427246094,192.5449981689453,248796
2024-02-12 10:15:00-05:00,192.5128936767578,192.67999267578125,192.0800018310547,192.09500122070312,494415
2024-02-12 10:16:00-05:00,192.09500122070312,192.19000244140625,191.83999633789062,192.1699981689453,504893
2024-02-12 10:17:00-05:00,192.19740295410156,192.47120666503906,192.1300048828125,192.4499053955078,350355
2024-02-12 10:18:00-05:00,192.44970703125,192.49000549316406,192.13999938964844,192.4199981689453,313998
2024-02-12 10:19:00-05:00,192.3614044189453,192.52000427246094,192.14999389648438,192.30029296875,301883
2024-02-12 10:20:00-05:00,192.27999877929688,192.49000549316406,192.00999450683594,192.0399932861328,376997
2024-02-12 10:21:00-05:00,192.0500030517578,192.61990356445312,192.00999450683594,192.50770568847656,391322
2024-02-12 10:22:00-05:00,192.50999450683594,192.61000061035156,192.3000030517578,192.44000244140625,309476
2024-02-12 10:23:00-05:00,192.45530700683594,192.45530700683594,192.22000122070312,192.29989624023438,224995
2024-02-12 10:24:00-05:00,192.2747039794922,192.58999633789062,192.1300048828125,192.33999633789062,321680
2024-02-12 10:25:00-05:00,192.36000061035156,192.38999938964844,191.9600067138672,192.05999755859375,302552
