Date,Open,High,Low,Close,Adj Close,Volume,target
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.05943298339844,135480400,74.35749816894531
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.34912872314453,146322800,74.94999694824219
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.92565155029297,118387200,74.59750366210938
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.58264923095703,108872000,75.79750061035156
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.750244140625,132079200,77.40750122070312
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.31676483154297,170108400,77.5824966430664
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.48703002929688,140644800,79.23999786376953
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.09976959228516,121532000,78.16999816894531
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.05867004394531,161954400,77.83499908447266
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.73271179199219,121923600,78.80999755859375
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.68138885498047,108829200,79.68250274658203
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.53031921386719,137816400,79.14250183105469
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.0049057006836,110843200,79.42500305175781
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.27976989746094,101832400,79.80750274658203
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.65193939208984,104472000,79.57749938964844
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.42815399169922,146537600,77.23750305175781
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.15135955810547,161940000,79.42250061035156
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.27735137939453,162234000,81.08499908447266
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.89494323730469,216229200,80.96749877929688
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.78060913085938,126743200,77.37750244140625
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.2875747680664,199588400,77.16500091552734
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.08080291748047,173788400,79.7125015258789
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.55951690673828,136616400,80.36250305175781
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.19197082519531,118826800,81.30249786376953
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.10655975341797,105425600,80.00749969482422
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.03129577636719,117684000,80.38749694824219
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.40188598632812,109348800,79.90249633789062
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.92887878417969,94323200,81.80000305175781
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.77952575683594,113730400,81.21749877929688
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.21141815185547,94747600,81.23750305175781
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.23090362548828,80113600,79.75
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.78013610839844,152531200,80.90499877929688
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.90662384033203,93984000,80.07499694824219
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.09711456298828,100566000,78.26249694824219
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.32938385009766,129554000,74.54499816894531
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.70372009277344,222195200,72.0199966430664
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.24108123779297,230673600,73.1624984741211
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.35536193847656,198054800,68.37999725341797
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.69098663330078,320605600,68.33999633789062
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.6519775390625,426510000,74.70249938964844
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.85731506347656,341397200,72.33000183105469
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.54341888427734,319475600,75.68499755859375
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.8155517578125,219178400,73.2300033569336
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.42118835449219,187572800,72.25749969482422
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.47270202636719,226176800,66.5425033569336
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.89888000488281,286744800,71.33499908447266
